survey_name,interview_date,satis_score,ease_score,likely_recomm,login_rating,nav_rating,web_rating,func_rating,features_rating,security_rating,dept_org_unit,prod_type,age
Digital Banking,3/23/2020,2,3,2,4,5,6,1,2,4,CB ,Deposits,80
Digital Banking,3/16/2020,6,6,8,5,5,5,5,6,6,CB ,Loans,56
Digital Banking,3/18/2020,7,7,6,5,7,7,7,7,7,CB ,Deposits,66
Digital Banking,3/18/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,64
Digital Banking,3/18/2020,6,6,9,7,6,6,6,6,7,CB ,Deposits,81
Digital Banking,3/27/2020,7,7,10,7,7,7,6,7,7,CB ,Deposits,62
Digital Banking,4/3/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,72
Digital Banking,4/3/2020,7,7,10,7,6,6,6,6,7,PB ,Deposits,43
Digital Banking,4/3/2020,5,5,9,5,5,5,6,7,7,CB ,Deposits,63
Digital Banking,4/4/2020,6,7,10,6,6,6,6,6,6,CB ,Loans,68
Digital Banking,4/6/2020,2,5,5,7,6,5,7,7,7,CB ,Deposits,21
Digital Banking,4/6/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,47
Digital Banking,4/7/2020,5,5,6,5,4,5,6,6,7,CB ,Loans,59
Digital Banking,4/6/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,60
Digital Banking,4/6/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,4/6/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,74
Digital Banking,4/6/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,37
Digital Banking,4/6/2020,5,5,7,6,3,7,6,5,5,CB ,Deposits,82
Digital Banking,4/8/2020,6,7,8,7,6,7,6,7,6,PB ,Loans,80
Digital Banking,4/8/2020,7,7,9,7,7,7,7,7,7,CB ,Deposits,79
Digital Banking,4/7/2020,5,7,10,6,3,5,6,5,6,CB ,Deposits,79
Digital Banking,4/7/2020,7,7,10,7,7,7,5,5,7,PB ,Deposits,59
Digital Banking,4/9/2020,6,7,9,7,7,6,6,6,7,CB ,Deposits,88
Digital Banking,4/7/2020,7,7,10,7,7,7,7,7,7,PB ,Deposits,74
Digital Banking,4/7/2020,6,7,9,6,6,7,7,6,6,CB ,Deposits,60
Digital Banking,4/8/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,52
Digital Banking,4/7/2020,7,7,10,6,6,6,7,7,7,CB ,Deposits,70
Digital Banking,4/7/2020,7,7,10,7,7,5,5,7,7,CB ,Loans,70
Digital Banking,4/8/2020,3,5,6,2,1,3,3,3,2,CB ,Deposits,72
Digital Banking,4/9/2020,7,7,10,6,6,6,6,7,7,CB ,Deposits,72
Digital Banking,4/9/2020,7,7,10,6,7,7,6,7,7,CB ,Deposits,64
Digital Banking,4/11/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,66
Digital Banking,4/10/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,67
Digital Banking,4/17/2020,5,5,9,6,4,3,5,6,6,CB ,Deposits,76
Digital Banking,4/13/2020,5,7,10,7,6,5,6,7,7,CB ,Deposits,56
Digital Banking,4/16/2020,4,5,5,4,4,5,4,4,6,CB ,Deposits,21
Digital Banking,4/14/2020,1,2,0,1,1,1,1,1,1,CB ,Loans,52
Digital Banking,4/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,53
Digital Banking,4/14/2020,6,6,8,6,5,5,6,6,6,CB ,Deposits,32
Digital Banking,4/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,57
Digital Banking,4/17/2020,6,7,10,7,7,7,7,7,7,CB ,Deposits,50
Digital Banking,4/13/2020,7,7,10,6,6,6,6,7,7,BB ,Deposits,73
Digital Banking,4/13/2020,7,7,10,7,6,6,6,6,7,CB ,Deposits,63
Digital Banking,4/16/2020,1,3,2,5,4,5,2,2,5,CB ,Loans,53
Digital Banking,4/16/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,66
Digital Banking,4/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,68
Digital Banking,4/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,67
Digital Banking,4/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,52
Digital Banking,4/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,57
Digital Banking,4/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,75
Digital Banking,4/16/2020,6,7,9,6,6,4,6,6,6,PB ,Deposits,39
Digital Banking,4/14/2020,7,7,10,6,7,6,6,7,7,CB ,Deposits,62
Digital Banking,4/14/2020,6,7,10,7,7,6,7,7,7,CB ,Deposits,63
Digital Banking,4/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,73
Digital Banking,4/16/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,72
Digital Banking,4/16/2020,6,7,10,6,6,7,6,7,7,CB ,Deposits,64
Digital Banking,4/15/2020,4,6,10,5,4,6,6,5,6,CB ,Loans,66
Digital Banking,4/15/2020,3,6,8,6,3,5,3,6,6,CB ,Deposits,49
Digital Banking,4/15/2020,7,7,9,7,7,7,6,7,7,CB ,Deposits,75
Digital Banking,4/15/2020,7,7,10,7,7,7,7,7,7,PB ,Loans,70
Digital Banking,4/17/2020,6,7,10,7,7,5,6,6,6,CB ,Deposits,67
Digital Banking,4/17/2020,7,7,10,7,7,7,4,5,7,CB ,Deposits,72
Digital Banking,4/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,72
Digital Banking,4/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,4/16/2020,7,7,10,6,7,7,7,7,7,CB ,Deposits,78
Digital Banking,4/16/2020,6,7,10,6,6,6,6,6,7,CB ,Deposits,72
Digital Banking,4/16/2020,7,7,10,5,5,5,7,7,7,CB ,Deposits,80
Digital Banking,4/21/2020,6,6,10,5,5,3,6,6,6,CB ,Deposits,71
Digital Banking,4/20/2020,6,7,10,6,6,3,6,6,6,CB ,Deposits,63
Digital Banking,4/21/2020,7,7,10,7,7,7,6,7,7,CB ,Deposits,60
Digital Banking,4/26/2020,7,7,5,7,7,6,7,7,7,BB ,Deposits,62
Digital Banking,4/22/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,65
Digital Banking,4/21/2020,7,7,10,7,7,7,5,7,7,PB ,Loans,52
Digital Banking,4/21/2020,1,3,2,4,1,3,2,3,5,CB ,Deposits,19
Digital Banking,4/21/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,21
Digital Banking,4/22/2020,6,6,9,7,6,1,7,6,6,CB ,Deposits,79
Digital Banking,4/23/2020,5,5,6,5,5,5,5,5,5,CB ,Deposits,68
Digital Banking,4/23/2020,4,4,5,5,5,5,3,5,5,PB ,Loans,68
Digital Banking,4/24/2020,5,7,10,6,5,7,6,6,6,CB ,Deposits,55
Digital Banking,4/23/2020,7,7,10,7,7,5,5,7,7,CB ,Deposits,19
Digital Banking,4/27/2020,7,6,6,5,5,4,4,5,5,CB ,Loans,65
Digital Banking,4/28/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,62
Digital Banking,4/27/2020,7,4,5,1,4,1,1,1,1,CB ,Deposits,43
Digital Banking,4/28/2020,1,2,1,1,1,2,1,1,2,PB ,Deposits,81
Digital Banking,4/28/2020,6,6,8,6,6,6,5,6,7,CB ,Deposits,65
Digital Banking,5/1/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,52
Digital Banking,5/1/2020,7,7,10,6,6,7,6,6,6,PB ,Loans,59
Digital Banking,5/1/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,64
Digital Banking,5/1/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,68
Digital Banking,5/5/2020,7,7,10,7,7,7,6,7,7,CB ,Deposits,78
Digital Banking,5/5/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,84
Digital Banking,5/5/2020,7,7,10,7,6,7,7,7,7,CB ,Deposits,75
Digital Banking,5/5/2020,7,7,10,6,6,7,6,6,6,CB ,Deposits,84
Digital Banking,5/6/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,74
Digital Banking,5/7/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,70
Digital Banking,5/6/2020,4,5,9,7,5,7,6,5,7,PB ,Deposits,92
Digital Banking,5/6/2020,7,7,10,7,5,7,5,6,7,CB ,Deposits,58
Digital Banking,5/6/2020,6,7,10,7,7,5,5,7,7,CB ,Loans,70
Digital Banking,5/5/2020,3,2,1,3,1,2,4,3,4,CB ,Deposits,44
Digital Banking,5/6/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,66
Digital Banking,5/6/2020,6,5,6,7,4,6,6,6,6,CB ,Deposits,59
Digital Banking,5/7/2020,7,7,10,7,6,7,7,7,7,CB ,Deposits,76
Digital Banking,5/8/2020,6,6,8,6,6,6,4,6,7,CB ,Loans,67
Digital Banking,5/7/2020,2,1,0,1,1,1,1,1,5,PB ,Loans,61
Digital Banking,5/8/2020,6,6,10,6,5,5,6,6,6,PB ,Deposits,69
Digital Banking,5/7/2020,6,6,5,6,4,4,5,6,7,CB ,Deposits,56
Digital Banking,5/10/2020,7,6,10,7,7,7,6,6,6,CB ,Deposits,66
Digital Banking,5/9/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,26
Digital Banking,5/8/2020,4,6,7,7,6,6,5,6,7,CB ,Deposits,62
Digital Banking,5/12/2020,5,4,5,5,3,4,4,4,4,CB ,Deposits,72
Digital Banking,5/11/2020,7,7,10,7,7,4,4,7,7,CB ,Deposits,81
Digital Banking,5/11/2020,7,7,10,7,6,7,7,7,7,CB ,Deposits,60
Digital Banking,5/12/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,76
Digital Banking,5/11/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,78
Digital Banking,5/11/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,73
Digital Banking,5/12/2020,6,7,10,7,6,6,7,7,7,CB ,Deposits,55
Digital Banking,5/12/2020,7,7,10,7,7,5,7,7,7,PB ,Deposits,47
Digital Banking,5/12/2020,4,6,7,5,5,5,5,5,5,CB ,Deposits,78
Digital Banking,5/12/2020,5,5,6,4,5,2,4,5,5,CB ,Deposits,75
Digital Banking,5/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,76
Digital Banking,5/14/2020,5,5,6,5,5,5,5,6,5,CB ,Deposits,89
Digital Banking,5/15/2020,4,4,9,7,5,7,3,7,7,CB ,Deposits,53
Digital Banking,5/13/2020,7,7,10,1,6,6,6,7,7,CB ,Deposits,63
Digital Banking,5/13/2020,7,7,8,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,5/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,77
Digital Banking,5/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,62
Digital Banking,5/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,54
Digital Banking,5/16/2020,7,7,0,7,7,7,7,7,7,CB ,Deposits,57
Digital Banking,5/15/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,58
Digital Banking,5/15/2020,4,6,9,4,4,4,3,4,6,CB ,Loans,72
Digital Banking,5/15/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,5/15/2020,5,7,10,7,7,7,5,7,7,CB ,Deposits,67
Digital Banking,5/15/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,48
Digital Banking,5/19/2020,4,4,7,3,3,6,4,3,7,BB ,Deposits,66
Digital Banking,5/19/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,70
Digital Banking,5/19/2020,5,7,10,7,5,5,5,5,7,CB ,Deposits,32
Digital Banking,5/19/2020,5,7,9,7,7,6,6,5,6,CB ,Deposits,71
Digital Banking,5/21/2020,6,6,7,5,7,7,7,7,7,CB ,Deposits,62
Digital Banking,5/21/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,5/20/2020,3,7,10,3,3,6,6,7,7,CB ,Deposits,79
Digital Banking,5/21/2020,6,6,7,6,6,6,6,6,6,CB ,Deposits,69
Digital Banking,5/22/2020,6,7,10,6,5,5,6,6,7,CB ,Deposits,74
Digital Banking,5/20/2020,4,6,9,6,5,6,6,6,7,CB ,Deposits,67
Digital Banking,5/20/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,66
Digital Banking,5/20/2020,7,7,10,7,7,6,7,7,7,BB ,Loans,51
Digital Banking,5/22/2020,6,6,10,6,6,6,7,7,7,CB ,Deposits,79
Digital Banking,5/21/2020,7,7,10,7,7,7,4,5,7,CB ,Deposits,35
Digital Banking,5/22/2020,7,6,8,7,7,7,7,7,7,CB ,Deposits,39
Digital Banking,5/21/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,58
Digital Banking,5/21/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,62
Digital Banking,5/23/2020,5,6,9,7,7,7,7,7,7,CB ,Loans,61
Digital Banking,5/22/2020,7,7,9,7,7,7,6,6,7,CB ,Deposits,52
Digital Banking,5/26/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,69
Digital Banking,5/24/2020,6,7,10,7,6,6,6,6,6,CB ,Deposits,73
Digital Banking,5/26/2020,5,6,8,6,6,6,6,6,6,CB ,Deposits,68
Digital Banking,5/26/2020,6,7,10,6,6,6,7,6,6,CB ,Deposits,70
Digital Banking,5/26/2020,6,7,10,7,6,6,6,7,5,CB ,Deposits,72
Digital Banking,5/26/2020,6,6,6,6,6,6,5,6,6,CB ,Deposits,68
Digital Banking,5/28/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,55
Digital Banking,5/28/2020,7,7,9,7,6,6,6,7,7,CB ,Deposits,93
Digital Banking,5/28/2020,1,6,10,4,1,1,1,1,4,CB ,Deposits,69
Digital Banking,5/29/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,66
Digital Banking,5/28/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,46
Digital Banking,6/1/2020,4,7,5,4,5,4,4,4,1,CB ,Deposits,48
Digital Banking,6/2/2020,7,7,10,5,5,5,5,7,7,CB ,Deposits,59
Digital Banking,6/1/2020,6,6,8,6,6,6,6,6,6,CB ,Deposits,68
Digital Banking,6/3/2020,4,6,5,4,4,6,2,3,5,CB ,Deposits,72
Digital Banking,6/3/2020,6,7,10,6,5,6,5,5,5,CB ,Deposits,64
Digital Banking,6/4/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,84
Digital Banking,6/4/2020,7,7,10,7,7,7,6,7,7,CB ,Deposits,72
Digital Banking,6/4/2020,6,6,8,6,6,2,3,6,3,CB ,Deposits,75
Digital Banking,6/2/2020,5,6,9,6,5,6,4,5,6,PB ,Deposits,68
Digital Banking,6/2/2020,7,6,9,7,4,7,7,7,7,CB ,Deposits,58
Digital Banking,6/2/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,59
Digital Banking,6/2/2020,5,7,10,4,5,5,6,5,7,CB ,Deposits,57
Digital Banking,6/4/2020,7,6,7,6,6,5,7,7,6,CB ,Deposits,55
Digital Banking,6/3/2020,6,7,10,7,6,6,7,5,7,CB ,Deposits,53
Digital Banking,6/3/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,64
Digital Banking,6/5/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,57
Digital Banking,6/4/2020,7,7,10,7,7,7,5,6,7,PB ,Deposits,75
Digital Banking,6/4/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,70
Digital Banking,6/5/2020,7,6,0,7,7,3,7,6,7,CB ,Deposits,66
Digital Banking,6/5/2020,4,4,4,3,6,5,6,7,7,CB ,Deposits,38
Digital Banking,6/5/2020,5,5,5,6,5,4,6,6,6,CB ,Deposits,34
Digital Banking,6/6/2020,6,6,9,7,4,6,6,4,7,CB ,Deposits,41
Digital Banking,6/5/2020,6,6,10,6,6,6,6,6,6,CB ,Deposits,72
Digital Banking,6/8/2020,6,7,8,7,7,6,7,7,7,CB ,Deposits,19
Digital Banking,6/8/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,68
Digital Banking,6/10/2020,7,7,10,5,6,4,4,6,7,BB ,Deposits,63
Digital Banking,6/9/2020,7,7,10,6,6,6,6,7,7,BB ,Deposits,62
Digital Banking,6/9/2020,5,6,9,6,6,5,7,6,6,CB ,Deposits,77
Digital Banking,6/10/2020,5,5,5,5,6,5,6,6,6,CB ,Deposits,51
Digital Banking,6/10/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,6/11/2020,6,7,9,7,6,6,6,7,7,CB ,Deposits,87
Digital Banking,6/12/2020,7,6,10,7,5,7,6,6,6,CB ,Deposits,73
Digital Banking,6/11/2020,6,7,10,7,7,7,7,7,7,CB ,Deposits,65
Digital Banking,6/11/2020,5,6,9,7,3,5,6,5,7,CB ,Deposits,55
Digital Banking,6/11/2020,6,7,10,7,7,6,7,7,1,CB ,Deposits,67
Digital Banking,6/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,55
Digital Banking,6/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,77
Digital Banking,6/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,6/12/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,68
Digital Banking,6/13/2020,6,7,8,7,7,7,7,7,7,PB ,Loans,24
Digital Banking,6/13/2020,5,5,5,6,5,5,6,5,7,CB ,Deposits,52
Digital Banking,6/12/2020,5,6,9,5,5,4,6,5,6,CB ,Deposits,61
Digital Banking,6/16/2020,7,7,10,7,7,6,7,7,7,BB ,Deposits,64
Digital Banking,6/15/2020,7,7,10,7,7,5,6,7,7,CB ,Deposits,62
Digital Banking,6/15/2020,6,7,10,6,5,6,6,6,7,CB ,Deposits,73
Digital Banking,6/16/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,52
Digital Banking,6/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,6/18/2020,6,5,8,6,6,6,5,7,7,CB ,Deposits,52
Digital Banking,6/16/2020,7,7,10,7,7,7,5,7,7,CB ,Deposits,65
Digital Banking,6/17/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,76
Digital Banking,6/17/2020,4,5,6,5,4,5,2,4,4,CB ,Deposits,68
Digital Banking,6/18/2020,6,7,10,6,6,6,7,7,7,CB ,Deposits,70
Digital Banking,6/17/2020,5,5,7,6,4,6,2,4,6,CB ,Deposits,42
Digital Banking,6/17/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,67
Digital Banking,6/19/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,66
Digital Banking,6/19/2020,7,7,10,6,6,6,6,7,7,CB ,Deposits,54
Digital Banking,6/18/2020,7,7,10,7,7,7,3,7,7,CB ,Deposits,60
Digital Banking,6/18/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,73
Digital Banking,6/22/2020,6,6,7,6,6,6,6,6,6,CB ,Deposits,58
Digital Banking,6/20/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,61
Digital Banking,6/19/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,41
Digital Banking,6/22/2020,4,5,8,5,5,1,5,5,5,CB ,Deposits,70
Digital Banking,6/22/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,85
Digital Banking,6/23/2020,7,7,10,7,6,7,7,7,7,CB ,Deposits,66
Digital Banking,6/24/2020,7,7,10,7,7,7,6,6,7,PB ,Loans,72
Digital Banking,6/23/2020,6,5,8,4,5,4,6,6,6,CB ,Deposits,68
Digital Banking,6/24/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,6/23/2020,4,4,7,5,6,3,5,5,6,CB ,Deposits,66
Digital Banking,6/23/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,75
Digital Banking,6/24/2020,6,7,9,6,6,5,6,6,6,CB ,Deposits,63
Digital Banking,6/24/2020,6,6,9,6,6,5,5,5,6,CB ,Deposits,44
Digital Banking,6/24/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,80
Digital Banking,6/24/2020,6,7,9,7,4,6,6,6,7,CB ,Deposits,66
Digital Banking,6/24/2020,6,7,10,7,7,7,7,7,7,CB ,Loans,66
Digital Banking,6/25/2020,7,6,10,7,7,7,6,7,7,CB ,Deposits,86
Digital Banking,6/25/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,66
Digital Banking,6/24/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,78
Digital Banking,6/24/2020,6,5,4,6,6,6,6,6,6,CB ,Deposits,59
Digital Banking,6/25/2020,4,6,9,7,6,6,4,4,6,PB ,Deposits,60
Digital Banking,6/26/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,45
Digital Banking,6/26/2020,5,7,10,7,7,7,7,5,7,CB ,Deposits,66
Digital Banking,6/26/2020,6,7,10,7,7,4,7,7,7,PB ,Deposits,70
Digital Banking,6/27/2020,7,7,10,7,7,7,7,7,7,PB ,Loans,48
Digital Banking,6/27/2020,3,4,2,6,6,5,4,4,6,CB ,Deposits,73
Digital Banking,6/29/2020,6,7,10,7,6,6,6,6,6,PB ,Deposits,68
Digital Banking,6/29/2020,7,7,8,7,7,7,7,7,7,CB ,Deposits,84
Digital Banking,6/29/2020,7,7,8,5,6,6,6,7,7,CB ,Deposits,46
Digital Banking,6/29/2020,7,7,10,7,5,7,7,7,7,PB ,Loans,65
Digital Banking,6/30/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,73
Digital Banking,6/29/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,71
Digital Banking,6/29/2020,6,7,10,7,7,7,7,7,7,CB ,Deposits,73
