survey_name,interview_date,satis_score,ease_score,likely_recomm,login_rating,nav_rating,web_rating,func_rating,features_rating,security_rating,dept_org_unit,prod_type,age
Digital Banking,6/30/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,66
Digital Banking,6/29/2020,6,6,10,6,6,6,6,6,6,BB ,Deposits,62
Digital Banking,6/30/2020,5,7,10,2,2,6,6,6,6,CB ,Deposits,56
Digital Banking,6/30/2020,7,7,10,7,5,7,6,7,7,CB ,Deposits,64
Digital Banking,6/29/2020,7,7,10,7,7,7,7,6,6,CB ,Deposits,20
Digital Banking,6/29/2020,6,6,10,6,6,6,6,6,6,CB ,Deposits,66
Digital Banking,6/29/2020,6,7,10,6,6,6,6,6,6,CB ,Deposits,77
Digital Banking,6/30/2020,7,7,10,6,6,7,6,6,7,PB ,Loans,67
Digital Banking,6/29/2020,7,7,10,7,7,6,5,7,7,CB ,Deposits,65
Digital Banking,6/30/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,91
Digital Banking,6/29/2020,5,6,9,7,5,5,6,6,6,CB ,Deposits,71
Digital Banking,6/29/2020,7,6,9,6,6,5,6,6,7,CB ,Deposits,82
Digital Banking,6/30/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,59
Digital Banking,6/29/2020,5,3,3,6,5,4,3,4,4,CB ,Loans,57
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,32
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,PB ,Deposits,69
Digital Banking,6/29/2020,7,6,10,6,5,4,5,6,6,CB ,Deposits,70
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,55
Digital Banking,6/29/2020,7,7,10,7,7,6,6,6,6,CB ,Deposits,85
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,79
Digital Banking,6/29/2020,7,5,8,6,7,7,7,7,7,CB ,Deposits,63
Digital Banking,6/29/2020,6,6,6,7,7,7,7,6,7,CB ,Deposits,49
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,70
Digital Banking,6/29/2020,7,5,8,6,6,6,5,6,6,CB ,Deposits,63
Digital Banking,6/29/2020,7,7,10,7,7,6,6,7,7,CB ,Deposits,69
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,6/29/2020,7,7,10,7,7,6,6,6,5,CB ,Deposits,50
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,40
Digital Banking,6/30/2020,6,7,10,7,6,7,7,7,7,CB ,Deposits,70
Digital Banking,6/29/2020,5,5,0,5,4,5,4,5,6,CB ,Deposits,50
Digital Banking,6/29/2020,7,7,10,7,6,5,5,6,7,CB ,Deposits,67
Digital Banking,6/29/2020,6,6,7,7,7,6,5,6,7,CB ,Deposits,33
Digital Banking,6/29/2020,3,4,4,4,4,4,4,4,4,CB ,Deposits,58
Digital Banking,6/29/2020,7,7,10,6,7,7,6,7,7,CB ,Deposits,87
Digital Banking,6/30/2020,6,6,10,7,5,7,6,6,6,CB ,Deposits,56
Digital Banking,6/29/2020,7,7,10,7,7,7,7,7,7,PB ,Loans,68
Digital Banking,7/2/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,73
Digital Banking,7/1/2020,5,7,10,7,7,7,7,6,7,CB ,Deposits,73
Digital Banking,7/1/2020,6,6,9,6,6,6,6,6,7,CB ,Deposits,56
Digital Banking,7/2/2020,7,7,10,7,7,7,7,6,7,CB ,Deposits,57
Digital Banking,7/2/2020,7,7,10,7,7,7,7,7,7,PB ,Deposits,71
Digital Banking,7/2/2020,5,6,9,6,6,6,6,6,6,CB ,Loans,33
Digital Banking,7/7/2020,2,2,5,1,4,2,1,1,7,CB ,Deposits,76
Digital Banking,7/6/2020,4,7,10,4,5,2,4,5,6,PB ,Deposits,69
Digital Banking,7/6/2020,6,5,5,6,6,6,6,5,5,CB ,Deposits,55
Digital Banking,7/6/2020,6,5,0,6,5,4,2,5,7,CB ,Deposits,32
Digital Banking,7/6/2020,5,5,6,7,7,7,7,7,7,CB ,Deposits,35
Digital Banking,7/7/2020,5,5,6,4,4,2,4,4,6,CB ,Deposits,61
Digital Banking,7/10/2020,1,7,0,7,7,7,7,1,7,CB ,Deposits,77
Digital Banking,7/6/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,79
Digital Banking,7/6/2020,7,6,8,7,4,5,4,4,5,PB ,Deposits,73
Digital Banking,7/6/2020,7,7,10,7,7,7,7,7,7,PB ,Deposits,53
Digital Banking,7/6/2020,7,7,9,7,7,7,7,7,7,CB ,Deposits,68
Digital Banking,7/9/2020,6,6,10,7,7,7,7,7,7,CB ,Deposits,61
Digital Banking,7/7/2020,6,7,8,5,4,5,6,6,6,CB ,Deposits,68
Digital Banking,7/8/2020,4,5,10,7,1,4,2,3,7,CB ,Deposits,76
Digital Banking,7/8/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,60
Digital Banking,7/7/2020,1,6,9,1,1,3,2,6,7,CB ,Deposits,83
Digital Banking,7/9/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,48
Digital Banking,7/8/2020,4,5,7,5,7,5,5,5,6,CB ,Deposits,86
Digital Banking,7/10/2020,6,6,7,6,6,5,5,6,6,CB ,Deposits,81
Digital Banking,7/9/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,7/12/2020,7,7,10,7,7,7,6,7,7,CB ,Deposits,74
Digital Banking,7/10/2020,6,6,10,6,5,5,6,6,6,CB ,Loans,80
Digital Banking,7/12/2020,6,5,8,7,7,6,6,6,7,CB ,Deposits,68
Digital Banking,7/10/2020,6,5,9,7,7,7,7,7,7,CB ,Loans,32
Digital Banking,7/10/2020,7,7,10,7,7,7,4,7,7,CB ,Deposits,61
Digital Banking,7/10/2020,7,6,9,7,6,2,6,7,7,CB ,Deposits,69
Digital Banking,7/10/2020,5,7,10,7,7,7,7,7,7,CB ,Deposits,72
Digital Banking,7/10/2020,7,7,10,7,6,6,5,7,7,CB ,Deposits,70
Digital Banking,7/10/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,7/10/2020,4,4,6,3,3,3,3,4,6,CB ,Deposits,73
Digital Banking,7/10/2020,6,6,8,7,7,7,7,7,7,CB ,Deposits,47
Digital Banking,7/13/2020,7,7,10,7,7,7,7,7,6,CB ,Deposits,66
Digital Banking,7/13/2020,7,6,8,7,7,7,7,7,7,CB ,Deposits,51
Digital Banking,7/15/2020,5,6,8,6,3,6,5,5,6,CB ,Deposits,71
Digital Banking,7/13/2020,7,7,10,6,6,5,7,7,7,CB ,Deposits,76
Digital Banking,7/13/2020,3,3,4,3,3,3,2,3,5,CB ,Deposits,57
Digital Banking,7/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,68
Digital Banking,7/15/2020,6,6,8,6,6,6,6,6,6,CB ,Deposits,61
Digital Banking,7/15/2020,7,6,9,7,7,7,7,7,7,CB ,Deposits,23
Digital Banking,7/15/2020,4,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,7/15/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,59
Digital Banking,7/16/2020,6,6,9,7,7,6,7,7,7,CB ,Deposits,55
Digital Banking,7/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,43
Digital Banking,7/15/2020,7,5,5,5,5,5,5,5,5,CB ,Deposits,62
Digital Banking,7/16/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,59
Digital Banking,7/16/2020,5,6,8,6,5,6,6,6,6,CB ,Deposits,80
Digital Banking,7/16/2020,6,6,10,7,6,6,6,7,7,CB ,Deposits,75
Digital Banking,7/17/2020,7,4,7,7,6,6,5,5,6,CB ,Deposits,69
Digital Banking,7/17/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,73
Digital Banking,7/17/2020,5,5,7,6,5,5,6,6,6,CB ,Deposits,58
Digital Banking,7/20/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,60
Digital Banking,7/20/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,61
Digital Banking,7/20/2020,7,7,10,7,7,7,7,7,7,BB ,Deposits,67
Digital Banking,7/21/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,29
Digital Banking,7/20/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,73
Digital Banking,7/21/2020,6,6,5,6,6,5,5,6,6,CB ,Deposits,62
Digital Banking,7/20/2020,7,7,10,7,7,7,7,6,7,CB ,Deposits,84
Digital Banking,7/21/2020,4,4,6,6,6,4,5,7,7,CB ,Deposits,63
Digital Banking,7/22/2020,3,7,10,7,7,4,7,7,7,CB ,Deposits,55
Digital Banking,7/21/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,81
Digital Banking,7/23/2020,6,6,10,6,6,6,7,7,7,CB ,Deposits,65
Digital Banking,7/22/2020,6,6,10,7,5,7,5,6,7,CB ,Deposits,67
Digital Banking,7/22/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,62
Digital Banking,7/23/2020,5,7,10,7,7,5,7,7,7,CB ,Deposits,70
Digital Banking,7/23/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,57
Digital Banking,7/24/2020,5,6,9,6,5,6,5,5,5,CB ,Deposits,85
Digital Banking,7/23/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,75
Digital Banking,7/23/2020,6,6,9,7,6,7,7,7,7,CB ,Deposits,53
Digital Banking,7/23/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,62
Digital Banking,7/24/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,75
Digital Banking,7/27/2020,6,6,9,6,6,6,6,6,6,CB ,Deposits,20
Digital Banking,7/31/2020,5,6,6,6,5,6,6,5,6,CB ,Deposits,71
Digital Banking,7/27/2020,6,6,9,5,7,7,7,7,7,CB ,Deposits,71
Digital Banking,7/28/2020,5,5,7,5,3,5,5,5,5,CB ,Deposits,80
Digital Banking,7/28/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,65
Digital Banking,7/28/2020,1,6,9,7,4,5,3,4,6,PB ,Deposits,57
Digital Banking,7/31/2020,1,1,0,1,1,1,1,1,1,CB ,Deposits,72
Digital Banking,7/31/2020,7,7,10,7,6,6,6,7,7,CB ,Deposits,85
Digital Banking,8/3/2020,6,6,10,5,5,5,5,5,7,CB ,Deposits,76
Digital Banking,8/4/2020,6,6,9,7,7,6,7,6,7,CB ,Deposits,56
Digital Banking,8/3/2020,5,3,2,6,6,5,5,6,6,CB ,Deposits,67
Digital Banking,8/6/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,8/5/2020,6,6,9,6,6,6,6,6,7,CB ,Deposits,70
Digital Banking,8/7/2020,4,5,6,4,6,5,4,5,6,CB ,Loans,60
Digital Banking,8/4/2020,7,7,10,7,6,6,7,7,7,CB ,Deposits,86
Digital Banking,8/5/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,56
Digital Banking,8/4/2020,6,6,4,5,5,5,7,5,7,CB ,Deposits,62
Digital Banking,8/7/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,80
Digital Banking,8/6/2020,7,7,10,7,6,7,7,7,7,CB ,Deposits,62
Digital Banking,8/6/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,74
Digital Banking,8/5/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,54
Digital Banking,8/5/2020,7,7,10,7,7,7,7,7,7,BB ,Loans,60
Digital Banking,8/6/2020,6,6,9,6,6,6,6,6,6,PB ,Deposits,73
Digital Banking,8/7/2020,6,7,10,7,6,6,6,6,7,CB ,Deposits,57
Digital Banking,8/6/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,8/7/2020,6,6,7,4,6,6,6,6,6,CB ,Deposits,48
Digital Banking,8/8/2020,7,7,10,6,7,6,5,7,7,CB ,Deposits,66
Digital Banking,8/7/2020,7,6,10,7,6,6,6,7,7,CB ,Deposits,85
Digital Banking,8/7/2020,5,5,8,5,5,5,5,5,5,CB ,Deposits,61
Digital Banking,8/8/2020,7,7,10,7,7,6,6,6,6,CB ,Deposits,56
Digital Banking,8/7/2020,7,7,10,6,7,6,7,7,6,CB ,Deposits,76
Digital Banking,8/7/2020,5,7,8,3,4,4,6,5,5,BB ,Loans,63
Digital Banking,8/7/2020,7,7,10,5,6,5,5,5,7,CB ,Loans,52
Digital Banking,8/7/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,81
Digital Banking,8/10/2020,6,7,10,7,6,6,4,6,7,PB ,Deposits,72
Digital Banking,8/11/2020,6,6,9,6,6,6,6,6,6,CB ,Loans,61
Digital Banking,8/11/2020,6,6,9,6,7,4,6,6,6,CB ,Deposits,65
Digital Banking,8/10/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,92
Digital Banking,8/13/2020,5,6,9,7,7,6,6,6,7,CB ,Loans,78
Digital Banking,8/12/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,67
Digital Banking,8/12/2020,6,7,10,6,6,5,6,5,6,PB ,Loans,63
Digital Banking,8/12/2020,7,6,9,7,6,5,6,6,6,CB ,Deposits,76
Digital Banking,8/14/2020,5,6,8,6,6,6,5,6,7,CB ,Loans,83
Digital Banking,8/11/2020,6,6,9,6,6,6,7,6,6,CB ,Deposits,73
Digital Banking,8/14/2020,1,4,1,1,1,1,1,1,1,CB ,Deposits,72
Digital Banking,8/15/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,87
Digital Banking,8/12/2020,4,1,0,2,3,5,2,5,7,CB ,Deposits,34
Digital Banking,8/13/2020,7,7,10,7,6,5,6,7,7,CB ,Deposits,67
Digital Banking,8/13/2020,2,3,3,4,7,7,7,5,4,CB ,Loans,67
Digital Banking,8/13/2020,1,5,8,4,1,1,3,5,7,BB ,Loans,71
Digital Banking,8/13/2020,7,7,0,7,7,7,7,7,7,CB ,Deposits,81
Digital Banking,8/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,63
Digital Banking,8/13/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,68
Digital Banking,8/13/2020,7,7,10,7,6,6,7,7,7,PB ,Loans,76
Digital Banking,8/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,73
Digital Banking,8/16/2020,7,7,10,6,6,6,6,6,6,CB ,Deposits,84
Digital Banking,8/14/2020,3,6,7,6,5,2,6,5,3,CB ,Deposits,53
Digital Banking,8/14/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,72
Digital Banking,8/17/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,54
Digital Banking,8/18/2020,7,7,10,7,6,7,7,7,7,CB ,Loans,71
Digital Banking,8/19/2020,6,7,9,7,7,6,6,7,7,CB ,Loans,54
Digital Banking,8/18/2020,6,6,9,7,7,7,7,7,7,CB ,Deposits,72
Digital Banking,8/20/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,71
Digital Banking,8/18/2020,7,7,10,7,7,7,7,7,4,CB ,Deposits,48
Digital Banking,8/18/2020,7,7,10,7,6,7,7,7,7,CB ,Deposits,50
Digital Banking,8/21/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,67
Digital Banking,8/19/2020,4,5,5,3,4,2,4,5,5,CB ,Deposits,50
Digital Banking,8/22/2020,7,7,10,7,6,6,7,6,7,CB ,Deposits,67
Digital Banking,8/24/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,76
Digital Banking,8/25/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,74
Digital Banking,8/24/2020,2,2,0,1,1,1,1,1,1,PB ,Deposits,46
Digital Banking,8/25/2020,7,7,10,7,6,7,6,7,7,CB ,Deposits,69
Digital Banking,8/24/2020,4,6,9,3,3,6,3,3,6,CB ,Deposits,61
Digital Banking,8/24/2020,5,5,6,7,5,7,5,6,6,CB ,Deposits,67
Digital Banking,8/25/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,60
Digital Banking,8/25/2020,7,7,10,7,7,7,6,6,7,CB ,Deposits,63
Digital Banking,8/25/2020,7,7,10,7,5,6,6,6,7,CB ,Deposits,55
Digital Banking,8/25/2020,7,7,10,7,7,7,7,7,7,PB ,Deposits,59
Digital Banking,8/27/2020,4,5,6,1,2,3,1,2,5,CB ,Deposits,45
Digital Banking,8/30/2020,7,7,10,7,4,5,3,4,7,CB ,Deposits,66
Digital Banking,8/26/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,78
Digital Banking,8/27/2020,6,7,10,7,3,2,6,6,6,CB ,Deposits,51
Digital Banking,8/26/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,58
Digital Banking,8/26/2020,7,7,10,7,7,7,7,7,7,BB ,Loans,37
Digital Banking,8/27/2020,7,6,9,7,7,7,4,7,4,CB ,Deposits,59
Digital Banking,8/27/2020,6,4,8,6,6,4,5,5,6,CB ,Deposits,55
Digital Banking,8/26/2020,5,6,8,5,5,5,7,6,7,CB ,Deposits,23
Digital Banking,8/27/2020,7,7,10,7,6,7,7,7,7,CB ,Deposits,70
Digital Banking,8/28/2020,5,4,4,4,4,4,4,4,4,CB ,Deposits,63
Digital Banking,8/28/2020,6,6,9,7,7,5,7,6,7,CB ,Deposits,58
Digital Banking,8/27/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,77
Digital Banking,8/27/2020,7,7,10,7,7,7,7,7,7,CB ,Loans,56
Digital Banking,9/1/2020,7,6,9,6,6,6,6,6,6,CB ,Loans,73
Digital Banking,9/2/2020,3,7,10,7,6,4,5,5,7,PB ,Deposits,59
Digital Banking,9/1/2020,1,5,0,2,3,1,2,4,4,CB ,Deposits,47
Digital Banking,9/2/2020,7,7,10,7,7,4,7,7,7,CB ,Deposits,45
Digital Banking,9/3/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,61
Digital Banking,9/3/2020,6,7,9,6,6,6,6,6,5,PB ,Deposits,54
Digital Banking,9/4/2020,5,5,8,6,6,6,3,3,6,CB ,Deposits,55
Digital Banking,9/3/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,63
Digital Banking,9/4/2020,5,6,9,3,7,5,6,7,7,CB ,Deposits,43
Digital Banking,9/4/2020,7,7,10,6,6,5,6,7,7,CB ,Deposits,74
Digital Banking,9/4/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,85
Digital Banking,9/4/2020,6,5,6,5,5,3,4,6,6,CB ,Deposits,61
Digital Banking,9/3/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,48
Digital Banking,9/5/2020,7,7,9,6,7,6,7,7,7,CB ,Deposits,68
Digital Banking,9/4/2020,6,6,9,6,6,6,6,6,6,CB ,Deposits,87
Digital Banking,9/4/2020,6,6,0,6,6,6,6,6,6,CB ,Deposits,71
Digital Banking,9/4/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,68
Digital Banking,9/4/2020,1,4,3,5,1,1,4,4,4,CB ,Deposits,56
Digital Banking,9/8/2020,3,7,10,7,7,7,7,7,7,CB ,Deposits,62
Digital Banking,9/8/2020,5,7,10,6,7,7,6,6,7,CB ,Deposits,82
Digital Banking,9/8/2020,5,5,7,5,6,6,5,6,6,CB ,Deposits,42
Digital Banking,9/9/2020,5,5,5,5,5,5,5,5,5,CB ,Deposits,52
Digital Banking,9/9/2020,6,6,10,6,5,5,6,6,6,PB ,Deposits,63
Digital Banking,9/10/2020,5,7,10,5,5,5,6,6,7,CB ,Deposits,53
Digital Banking,9/9/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,79
Digital Banking,9/9/2020,5,6,7,6,6,6,6,6,4,CB ,Deposits,57
Digital Banking,9/9/2020,4,5,9,4,6,5,6,5,6,CB ,Deposits,33
Digital Banking,9/9/2020,5,6,10,6,6,7,5,6,7,CB ,Deposits,47
Digital Banking,9/11/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,78
Digital Banking,9/12/2020,5,5,5,5,5,5,5,5,5,CB ,Deposits,72
Digital Banking,9/12/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,54
Digital Banking,9/14/2020,7,4,6,7,7,6,7,7,7,CB ,Deposits,74
Digital Banking,9/14/2020,6,7,10,6,7,7,6,7,7,PB ,Deposits,69
Digital Banking,9/16/2020,7,7,10,7,6,7,6,6,7,CB ,Deposits,70
Digital Banking,9/18/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,69
Digital Banking,9/16/2020,7,7,10,5,4,5,5,7,6,CB ,Deposits,92
Digital Banking,9/17/2020,6,7,10,7,7,7,7,7,7,CB ,Deposits,64
Digital Banking,9/16/2020,6,6,9,6,6,5,4,6,7,CB ,Deposits,58
Digital Banking,9/16/2020,7,7,10,6,6,6,6,5,7,PB ,Deposits,80
Digital Banking,9/17/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,56
Digital Banking,9/16/2020,3,5,7,5,6,6,5,6,6,CB ,Deposits,69
Digital Banking,9/17/2020,7,7,10,7,7,6,7,7,7,CB ,Deposits,63
Digital Banking,9/17/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,20
Digital Banking,9/16/2020,5,5,7,6,6,6,2,3,6,PB ,Deposits,57
Digital Banking,9/16/2020,5,2,0,4,4,4,4,4,6,CB ,Deposits,29
Digital Banking,9/19/2020,2,3,9,2,4,1,3,4,6,CB ,Deposits,45
Digital Banking,9/16/2020,7,6,9,3,6,6,2,7,7,CB ,Deposits,69
Digital Banking,9/18/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,72
Digital Banking,9/18/2020,7,7,10,7,7,7,7,7,7,CB ,Deposits,72
Digital Banking,9/17/2020,6,6,9,6,6,6,6,6,6,CB ,Deposits,72
