survey_name,month,interview_date,satis_rating,avg_sat_rating,ease_rating,recommend_rating,login_rating,navig_rating,web_rating,function_rating,feature_rating,security_rating,dept_org_unit,product,zipcode,age,
Digital Banking,2020M03,3/20/2020,5,,6,9,7,7,6,5,6,7,CB ,Deposits,78631,29,
Digital Banking,2020M03,3/20/2020,5,,5,7,5,5,5,6,4,7,CB ,Deposits,78209,60,
Digital Banking,2020M03,3/10/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78124,72,
Digital Banking,2020M03,3/22/2020,6,,6,9,6,7,7,6,7,7,CB ,Deposits,78238,46,
Digital Banking,2020M03,3/25/2020,5,,6,10,7,6,6,6,6,7,CB ,Deposits,78218,64,
Digital Banking,2020M03,3/27/2020,5,,6,9,6,5,6,5,6,7,CB ,Deposits,78232,73,
Digital Banking,2020M03,3/25/2020,7,,7,10,7,7,6,6,6,7,CB ,Deposits,78244,65,
Digital Banking,2020M03,3/25/2020,6,,5,8,6,4,4,5,5,5,CB ,Deposits,78248,71,
Digital Banking,2020M03,3/27/2020,7,,7,10,7,7,7,7,7,7,PB ,Deposits,78132,71,
Digital Banking,2020M03,3/26/2020,6,,6,9,6,6,6,6,6,6,CB ,Deposits,78029,49,
Digital Banking,2020M03,3/25/2020,5,,6,8,5,5,3,4,5,6,CB ,Deposits,78676,50,
Digital Banking,2020M03,3/5/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78242,62,
Digital Banking,2020M03,3/27/2020,7,,7,9,7,7,6,6,7,7,CB ,Deposits,78230,75,
Digital Banking,2020M03,3/27/2020,6,,7,10,6,7,6,6,7,7,CB ,Deposits,78209,67,
Digital Banking,2020M03,3/28/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78606,44,
Digital Banking,2020M03,3/17/2020,7,,7,10,7,7,7,7,7,7,PB ,Deposits,78738,72,
Digital Banking,2020M03,3/23/2020,6,,7,9,6,6,7,7,7,7,BB ,Deposits,78232,71,
Digital Banking,2020M03,3/24/2020,7,,7,10,7,7,7,6,6,7,CB ,Deposits,78028,57,
Digital Banking,2020M03,3/24/2020,7,,7,10,7,6,7,6,6,7,CB ,Deposits,78217,71,
Digital Banking,2020M03,3/24/2020,7,,7,10,7,7,7,6,7,7,CB ,Loans,78015,72,
Digital Banking,2020M03,3/24/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78219,73,
Digital Banking,2020M03,3/12/2020,7,,4,8,7,7,7,7,7,7,BB ,Deposits,78114,63,
Digital Banking,2020M03,3/12/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78006,69,
Digital Banking,2020M03,3/12/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78213,77,
Digital Banking,2020M03,3/13/2020,7,,7,10,6,6,6,6,7,7,BB ,Deposits,78208,69,
Digital Banking,2020M03,3/13/2020,7,,7,10,7,7,7,6,7,7,CB ,Deposits,78633,80,
Digital Banking,2020M03,3/4/2020,6,,6,9,6,6,6,6,6,6,CB ,Deposits,78229,62,
Digital Banking,2020M03,3/4/2020,6,,6,9,7,7,7,7,7,7,CB ,Deposits,78245,52,
Digital Banking,2020M03,3/24/2020,5,,7,10,5,6,7,5,6,6,CB ,Deposits,78070,71,
Digital Banking,2020M03,3/25/2020,7,,5,9,7,7,7,5,7,7,CB ,Deposits,78655,45,
Digital Banking,2020M03,3/25/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78861,56,
Digital Banking,2020M03,3/18/2020,5,,6,8,6,6,5,5,6,6,PB ,Deposits,78212,60,
Digital Banking,2020M03,3/14/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78009,56,
Digital Banking,2020M03,3/24/2020,5,,5,8,3,3,3,3,4,4,BB ,Deposits,78255,79,
Digital Banking,2020M03,3/24/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78247,72,
Digital Banking,2020M03,3/13/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78255,69,
Digital Banking,2020M03,3/24/2020,7,,7,10,7,7,7,7,6,7,PB ,Deposits,78212,48,
Digital Banking,2020M03,3/23/2020,2,,3,2,4,5,6,1,2,4,CB ,Deposits,78232,80,
Digital Banking,2020M03,3/16/2020,6,,6,8,5,5,5,5,6,6,CB ,Loans,78250,56,
Digital Banking,2020M03,3/18/2020,7,,7,6,5,7,7,7,7,7,CB ,Deposits,78232,66,
Digital Banking,2020M03,3/18/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78215,64,
Digital Banking,2020M03,3/18/2020,6,,6,9,7,6,6,6,6,7,CB ,Deposits,78148,81,
Digital Banking,2020M03,3/27/2020,7,,7,10,7,7,7,6,7,7,CB ,Deposits,47135,62,
Digital Banking,2020M04,4/3/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78006,72,
Digital Banking,2020M04,4/3/2020,7,,7,10,7,6,6,6,6,7,PB ,Deposits,78258,43,
Digital Banking,2020M04,4/3/2020,5,,5,9,5,5,5,6,7,7,CB ,Deposits,78731,63,
Digital Banking,2020M04,4/4/2020,6,,7,10,6,6,6,6,6,6,CB ,Loans,78624,68,
Digital Banking,2020M04,4/6/2020,2,,5,5,7,6,5,7,7,7,CB ,Deposits,78163,21,
Digital Banking,2020M04,4/6/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78220,47,
Digital Banking,2020M04,4/7/2020,5,,5,6,5,4,5,6,6,7,CB ,Loans,78160,59,
Digital Banking,2020M04,4/6/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78140,60,
Digital Banking,2020M04,4/6/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78636,69,
Digital Banking,2020M04,4/6/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,97738,74,
Digital Banking,2020M04,4/6/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78242,37,
Digital Banking,2020M04,4/6/2020,5,,5,7,6,3,7,6,5,5,CB ,Deposits,78624,82,
Digital Banking,2020M04,4/8/2020,6,,7,8,7,6,7,6,7,6,PB ,Loans,78239,80,
Digital Banking,2020M04,4/8/2020,7,,7,9,7,7,7,7,7,7,CB ,Deposits,78233,79,
Digital Banking,2020M04,4/7/2020,5,,7,10,6,3,5,6,5,6,CB ,Deposits,78002,79,
Digital Banking,2020M04,4/7/2020,7,,7,10,7,7,7,5,5,7,PB ,Deposits,78731,59,
Digital Banking,2020M04,4/9/2020,6,,7,9,7,7,6,6,6,7,CB ,Deposits,78239,88,
Digital Banking,2020M04,4/7/2020,7,,7,10,7,7,7,7,7,7,PB ,Deposits,78248,74,
Digital Banking,2020M04,4/7/2020,6,,7,9,6,6,7,7,6,6,CB ,Deposits,78886,60,
Digital Banking,2020M04,4/8/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78025,52,
Digital Banking,2020M04,4/7/2020,7,,7,10,6,6,6,7,7,7,CB ,Deposits,78217,70,
Digital Banking,2020M04,4/7/2020,7,,7,10,7,7,5,5,7,7,CB ,Loans,78666,70,
Digital Banking,2020M04,4/8/2020,3,,5,6,2,1,3,3,3,2,CB ,Deposits,78247,72,
Digital Banking,2020M04,4/9/2020,7,,7,10,6,6,6,6,7,7,CB ,Deposits,78132,72,
Digital Banking,2020M04,4/9/2020,7,,7,10,6,7,7,6,7,7,CB ,Deposits,78620,64,
Digital Banking,2020M04,4/11/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78861,66,
Digital Banking,2020M04,4/10/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78239,67,
Digital Banking,2020M04,4/17/2020,5,,5,9,6,4,3,5,6,6,CB ,Deposits,78240,76,
Digital Banking,2020M04,4/13/2020,5,,7,10,7,6,5,6,7,7,CB ,Deposits,78242,56,
Digital Banking,2020M04,4/16/2020,4,,5,5,4,4,5,4,4,6,CB ,Deposits,78148,21,
Digital Banking,2020M04,4/14/2020,1,,2,0,1,1,1,1,1,1,CB ,Loans,78730,52,
Digital Banking,2020M04,4/16/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78610,53,
Digital Banking,2020M04,4/14/2020,6,,6,8,6,5,5,6,6,6,CB ,Deposits,78220,32,
Digital Banking,2020M04,4/13/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,96734,57,
Digital Banking,2020M04,4/17/2020,6,,7,10,7,7,7,7,7,7,CB ,Deposits,78230,50,
Digital Banking,2020M04,4/13/2020,7,,7,10,6,6,6,6,7,7,BB ,Deposits,78249,73,
Digital Banking,2020M04,4/13/2020,7,,7,10,7,6,6,6,6,7,CB ,Deposits,78209,63,
Digital Banking,2020M04,4/16/2020,1,,3,2,5,4,5,2,2,5,CB ,Loans,78213,53,
Digital Banking,2020M04,4/16/2020,7,,7,10,7,7,6,7,7,7,CB ,Deposits,78163,66,
Digital Banking,2020M04,4/16/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78247,68,
Digital Banking,2020M04,4/13/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78232,67,
Digital Banking,2020M04,4/13/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78003,52,
Digital Banking,2020M04,4/14/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78258,57,
Digital Banking,2020M04,4/14/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78212,75,
Digital Banking,2020M04,4/16/2020,6,,7,9,6,6,4,6,6,6,PB ,Deposits,78230,39,
Digital Banking,2020M04,4/14/2020,7,,7,10,6,7,6,6,7,7,CB ,Deposits,78676,62,
Digital Banking,2020M04,4/14/2020,6,,7,10,7,7,6,7,7,7,CB ,Deposits,78676,63,
Digital Banking,2020M04,4/16/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78217,73,
Digital Banking,2020M04,4/16/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78233,72,
Digital Banking,2020M04,4/16/2020,6,,7,10,6,6,7,6,7,7,CB ,Deposits,78130,64,
Digital Banking,2020M04,4/15/2020,4,,6,10,5,4,6,6,5,6,CB ,Loans,78163,66,
Digital Banking,2020M04,4/15/2020,3,,6,8,6,3,5,3,6,6,CB ,Deposits,78133,49,
Digital Banking,2020M04,4/15/2020,7,,7,9,7,7,7,6,7,7,CB ,Deposits,78130,75,
Digital Banking,2020M04,4/15/2020,7,,7,10,7,7,7,7,7,7,PB ,Loans,78006,70,
Digital Banking,2020M04,4/17/2020,6,,7,10,7,7,5,6,6,6,CB ,Deposits,78217,67,
Digital Banking,2020M04,4/17/2020,7,,7,10,7,7,7,4,5,7,CB ,Deposits,78015,72,
Digital Banking,2020M04,4/16/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78640,72,
Digital Banking,2020M04,4/16/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78624,71,
Digital Banking,2020M04,4/16/2020,7,,7,10,6,7,7,7,7,7,CB ,Deposits,78006,78,
Digital Banking,2020M04,4/16/2020,6,,7,10,6,6,6,6,6,7,CB ,Deposits,78063,72,
Digital Banking,2020M04,4/16/2020,7,,7,10,5,5,5,7,7,7,CB ,Deposits,78216,80,
Digital Banking,2020M04,4/21/2020,6,,6,10,5,5,3,6,6,6,CB ,Deposits,78233,71,
Digital Banking,2020M04,4/20/2020,6,,7,10,6,6,3,6,6,6,CB ,Deposits,78248,63,
Digital Banking,2020M04,4/21/2020,7,,7,10,7,7,7,6,7,7,CB ,Deposits,78244,60,
Digital Banking,2020M04,4/26/2020,7,,7,5,7,7,6,7,7,7,BB ,Deposits,78602,62,
Digital Banking,2020M04,4/22/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78218,65,
Digital Banking,2020M04,4/21/2020,7,,7,10,7,7,7,5,7,7,PB ,Loans,78209,52,
Digital Banking,2020M04,4/21/2020,1,,3,2,4,1,3,2,3,5,CB ,Deposits,78109,19,
Digital Banking,2020M04,4/21/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,95961,21,
Digital Banking,2020M04,4/22/2020,6,,6,9,7,6,1,7,6,6,CB ,Deposits,78233,79,
Digital Banking,2020M04,4/23/2020,5,,5,6,5,5,5,5,5,5,CB ,Deposits,78229,68,
Digital Banking,2020M04,4/23/2020,4,,4,5,5,5,5,3,5,5,PB ,Loans,78212,68,
Digital Banking,2020M04,4/24/2020,5,,7,10,6,5,7,6,6,6,CB ,Deposits,78247,55,
Digital Banking,2020M04,4/23/2020,7,,7,10,7,7,5,5,7,7,CB ,Deposits,78217,19,
Digital Banking,2020M04,4/27/2020,7,,6,6,5,5,4,4,5,5,CB ,Loans,78260,65,
Digital Banking,2020M04,4/28/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78028,62,
Digital Banking,2020M04,4/27/2020,7,,4,5,1,4,1,1,1,1,CB ,Deposits,78232,43,
Digital Banking,2020M04,4/28/2020,1,,2,1,1,1,2,1,1,2,PB ,Deposits,78212,81,
Digital Banking,2020M04,4/28/2020,6,,6,8,6,6,6,5,6,7,CB ,Deposits,78218,65,
Digital Banking,2020M05,5/1/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78624,52,
Digital Banking,2020M05,5/1/2020,7,,7,10,6,6,7,6,6,6,PB ,Loans,78132,59,
Digital Banking,2020M05,5/1/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,31405,64,
Digital Banking,2020M05,5/1/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78006,68,
Digital Banking,2020M05,5/5/2020,7,,7,10,7,7,7,6,7,7,CB ,Deposits,78148,78,
Digital Banking,2020M05,5/5/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78154,84,
Digital Banking,2020M05,5/5/2020,7,,7,10,7,6,7,7,7,7,CB ,Deposits,78217,75,
Digital Banking,2020M05,5/5/2020,7,,7,10,6,6,7,6,6,6,CB ,Deposits,78232,84,
Digital Banking,2020M05,5/6/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78201,74,
Digital Banking,2020M05,5/7/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,76849,70,
Digital Banking,2020M05,5/6/2020,4,,5,9,7,5,7,6,5,7,PB ,Deposits,78240,92,
Digital Banking,2020M05,5/6/2020,7,,7,10,7,5,7,5,6,7,CB ,Deposits,78258,58,
Digital Banking,2020M05,5/6/2020,6,,7,10,7,7,5,5,7,7,CB ,Loans,78218,70,
Digital Banking,2020M05,5/5/2020,3,,2,1,3,1,2,4,3,4,CB ,Deposits,78258,44,
Digital Banking,2020M05,5/6/2020,7,,7,10,7,7,6,7,7,7,CB ,Deposits,78861,66,
Digital Banking,2020M05,5/6/2020,6,,5,6,7,4,6,6,6,6,CB ,Deposits,78247,59,
Digital Banking,2020M05,5/7/2020,7,,7,10,7,6,7,7,7,7,CB ,Deposits,78006,76,
Digital Banking,2020M05,5/8/2020,6,,6,8,6,6,6,4,6,7,CB ,Loans,78238,67,
Digital Banking,2020M05,5/7/2020,2,,1,0,1,1,1,1,1,5,PB ,Loans,78249,61,
Digital Banking,2020M05,5/8/2020,6,,6,10,6,5,5,6,6,6,PB ,Deposits,78209,69,
Digital Banking,2020M05,5/7/2020,6,,6,5,6,4,4,5,6,7,CB ,Deposits,78624,56,
Digital Banking,2020M05,5/10/2020,7,,6,10,7,7,7,6,6,6,CB ,Deposits,78154,66,
Digital Banking,2020M05,5/9/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78861,26,
Digital Banking,2020M05,5/8/2020,4,,6,7,7,6,6,5,6,7,CB ,Deposits,78132,62,
Digital Banking,2020M05,5/12/2020,5,,4,5,5,3,4,4,4,4,CB ,Deposits,78028,72,
Digital Banking,2020M05,5/11/2020,7,,7,10,7,7,4,4,7,7,CB ,Deposits,78133,81,
Digital Banking,2020M05,5/11/2020,7,,7,10,7,6,7,7,7,7,CB ,Deposits,78109,60,
Digital Banking,2020M05,5/12/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78218,76,
Digital Banking,2020M05,5/11/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78133,78,
Digital Banking,2020M05,5/11/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78130,73,
Digital Banking,2020M05,5/12/2020,6,,7,10,7,6,6,7,7,7,CB ,Deposits,78108,55,
Digital Banking,2020M05,5/12/2020,7,,7,10,7,7,5,7,7,7,PB ,Deposits,75033,47,
Digital Banking,2020M05,5/12/2020,4,,6,7,5,5,5,5,5,5,CB ,Deposits,78266,78,
Digital Banking,2020M05,5/12/2020,5,,5,6,4,5,2,4,5,5,CB ,Deposits,78056,75,
Digital Banking,2020M05,5/13/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78108,76,
Digital Banking,2020M05,5/14/2020,5,,5,6,5,5,5,5,6,5,CB ,Deposits,78227,89,
Digital Banking,2020M05,5/15/2020,4,,4,9,7,5,7,3,7,7,CB ,Deposits,78006,53,
Digital Banking,2020M05,5/13/2020,7,,7,10,1,6,6,6,7,7,CB ,Deposits,78070,63,
Digital Banking,2020M05,5/13/2020,7,,7,8,7,7,7,7,7,7,CB ,Deposits,78624,69,
Digital Banking,2020M05,5/14/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78239,77,
Digital Banking,2020M05,5/14/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78155,62,
Digital Banking,2020M05,5/14/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78260,54,
Digital Banking,2020M05,5/16/2020,7,,7,0,7,7,7,7,7,7,CB ,Deposits,64119,57,
Digital Banking,2020M05,5/15/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78154,58,
Digital Banking,2020M05,5/15/2020,4,,6,9,4,4,4,3,4,6,CB ,Loans,78216,72,
Digital Banking,2020M05,5/15/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78028,71,
Digital Banking,2020M05,5/15/2020,5,,7,10,7,7,7,5,7,7,CB ,Deposits,78016,67,
Digital Banking,2020M05,5/15/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,30039,48,
Digital Banking,2020M05,5/19/2020,4,,4,7,3,3,6,4,3,7,BB ,Deposits,78218,66,
Digital Banking,2020M05,5/19/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78155,70,
Digital Banking,2020M05,5/19/2020,5,,7,10,7,5,5,5,5,7,CB ,Deposits,78253,32,
Digital Banking,2020M05,5/19/2020,5,,7,9,7,7,6,6,5,6,CB ,Deposits,33615,71,
Digital Banking,2020M05,5/21/2020,6,,6,7,5,7,7,7,7,7,CB ,Deposits,78260,62,
Digital Banking,2020M05,5/21/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78259,69,
Digital Banking,2020M05,5/20/2020,3,,7,10,3,3,6,6,7,7,CB ,Deposits,78640,79,
Digital Banking,2020M05,5/21/2020,6,,6,7,6,6,6,6,6,6,CB ,Deposits,78232,69,
Digital Banking,2020M05,5/22/2020,6,,7,10,6,5,5,6,6,7,CB ,Deposits,78676,74,
Digital Banking,2020M05,5/20/2020,4,,6,9,6,5,6,6,6,7,CB ,Deposits,78624,67,
Digital Banking,2020M05,5/20/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,77399,66,
Digital Banking,2020M05,5/20/2020,7,,7,10,7,7,6,7,7,7,BB ,Loans,78006,51,
Digital Banking,2020M05,5/22/2020,6,,6,10,6,6,6,7,7,7,CB ,Deposits,78727,79,
Digital Banking,2020M05,5/21/2020,7,,7,10,7,7,7,4,5,7,CB ,Deposits,78010,35,
Digital Banking,2020M05,5/22/2020,7,,6,8,7,7,7,7,7,7,CB ,Deposits,78260,39,
Digital Banking,2020M05,5/21/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78070,58,
Digital Banking,2020M05,5/21/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,37416,62,
Digital Banking,2020M05,5/23/2020,5,,6,9,7,7,7,7,7,7,CB ,Loans,78249,61,
Digital Banking,2020M05,5/22/2020,7,,7,9,7,7,7,6,6,7,CB ,Deposits,78249,52,
Digital Banking,2020M05,5/26/2020,7,,7,10,7,7,6,7,7,7,CB ,Deposits,78232,69,
Digital Banking,2020M05,5/24/2020,6,,7,10,7,6,6,6,6,6,CB ,Deposits,78218,73,
Digital Banking,2020M05,5/26/2020,5,,6,8,6,6,6,6,6,6,CB ,Deposits,78624,68,
Digital Banking,2020M05,5/26/2020,6,,7,10,6,6,6,7,6,6,CB ,Deposits,78209,70,
Digital Banking,2020M05,5/26/2020,6,,7,10,7,6,6,6,7,5,CB ,Deposits,78257,72,
Digital Banking,2020M05,5/26/2020,6,,6,6,6,6,6,5,6,6,CB ,Deposits,78232,68,
Digital Banking,2020M05,5/28/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78247,55,
Digital Banking,2020M05,5/28/2020,7,,7,9,7,6,6,6,7,7,CB ,Deposits,78209,93,
Digital Banking,2020M05,5/28/2020,1,,6,10,4,1,1,1,1,4,CB ,Deposits,78237,69,
Digital Banking,2020M05,5/29/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78133,66,
Digital Banking,2020M05,5/28/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78640,46,
Digital Banking,2020M06,6/1/2020,4,,7,5,4,5,4,4,4,1,CB ,Deposits,78108,48,
Digital Banking,2020M06,6/2/2020,7,,7,10,5,5,5,5,7,7,CB ,Deposits,78225,59,
Digital Banking,2020M06,6/1/2020,6,,6,8,6,6,6,6,6,6,CB ,Deposits,78640,68,
Digital Banking,2020M06,6/3/2020,4,,6,5,4,4,6,2,3,5,CB ,Deposits,78209,72,
Digital Banking,2020M06,6/3/2020,6,,7,10,6,5,6,5,5,5,CB ,Deposits,78739,64,
Digital Banking,2020M06,6/4/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78217,84,
Digital Banking,2020M06,6/4/2020,7,,7,10,7,7,7,6,7,7,CB ,Deposits,78624,72,
Digital Banking,2020M06,6/4/2020,6,,6,8,6,6,2,3,6,3,CB ,Deposits,32082,75,
Digital Banking,2020M06,6/2/2020,5,,6,9,6,5,6,4,5,6,PB ,Deposits,78676,68,
Digital Banking,2020M06,6/2/2020,7,,6,9,7,4,7,7,7,7,CB ,Deposits,78255,58,
Digital Banking,2020M06,6/2/2020,7,,7,10,7,7,7,7,7,7,CB ,Loans,78108,59,
Digital Banking,2020M06,6/2/2020,5,,7,10,4,5,5,6,5,7,CB ,Deposits,78163,57,
Digital Banking,2020M06,6/4/2020,7,,6,7,6,6,5,7,7,6,CB ,Deposits,78217,55,
Digital Banking,2020M06,6/3/2020,6,,7,10,7,6,6,7,5,7,CB ,Deposits,78232,53,
Digital Banking,2020M06,6/3/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78233,64,
Digital Banking,2020M06,6/5/2020,7,,7,10,7,7,7,7,7,7,CB ,Deposits,78640,57,
Digital Banking,2020M06,6/4/2020,7,,7,10,7,7,7,5,6,7,PB ,Deposits,78212,75,
